payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4925555,82710597,70.7,1.91,ONLINE,PAID
4925556,82710599,106.5,1.49,ONLINE,PAID
4925557,82710599,4.9,0,VOUCHER,PAID
4925561,82710631,33.9,0.51,ONLINE,PAID
4925566,82710673,44,0.66,ONLINE,PAID
4925589,82710805,24.9,0.37,ONLINE,PAID
4925590,82710617,368,7.36,ONLINE,PAID
4925597,82710846,23.9,0.36,ONLINE,PAID
4925598,82710846,6.9,0,VOUCHER,PAID
4925599,82710850,22.9,0.34,ONLINE,PAID
4925600,82710850,6.9,0,VOUCHER,PAID
4925605,82710891,86.7,1.3,ONLINE,PAID
4925617,82710957,227.7,6.15,ONLINE,PAID
4925624,82710978,13,0.2,ONLINE,PAID
4925625,82710979,4.99,0.07,ONLINE,PAID
4925626,82710979,24.91,0,VOUCHER,PAID
4925628,82710993,20,0.3,ONLINE,PAID
4925629,82710993,5,0,VOUCHER,PAID
4925641,82711190,174.9,3.5,ONLINE,PAID
4925644,82711154,42.9,0.64,ONLINE,PAID
4925655,82711387,60.89,1.22,ONLINE,PAID
4925656,82711389,30.24,0.39,ONLINE,PAID
4925657,82711389,42,0,VOUCHER,PAID
4925658,82711405,41.7,0.63,ONLINE,PAID
4925660,82711515,33.39,0.5,ONLINE,PAID
4925665,82711575,35.8,0.54,ONLINE,PAID
4925667,82711585,32.5,0.49,ONLINE,PAID
4925668,82711585,5.99,0,VOUCHER,PAID
4925670,82711654,105.7,2.85,ONLINE,PAID
4925671,82711656,29.79,0.45,ONLINE,PAID
4925672,82711684,76.24,1.52,ONLINE,PAID
4925679,82711727,82.25,2.22,ONLINE,PAID
4925681,82711766,62.6,0.94,ONLINE,PAID
4925682,82711769,131.7,3.56,ONLINE,PAID
4925685,82711809,27.9,0.42,ONLINE,PAID
4925695,82704658,109.5,2.19,CREDIT,PAID
4925697,82712040,139.25,3.76,ONLINE,PAID
4925698,82712041,360.9,9.74,ONLINE,PAID
4925699,82712042,25.2,0.25,ONLINE,PAID
4925700,82711973,39.69,0.6,ONLINE,PAID
4925708,82712181,64.7,0.97,ONLINE,PAID
4925711,82712323,56.7,0.85,ONLINE,PAID
4925713,82712376,27.9,0.42,ONLINE,PAID
4925714,82712378,59.4,0.89,ONLINE,PAID
4925716,82712406,24.9,0.37,ONLINE,PAID
4925717,82712406,10,0,VOUCHER,PAID
4925720,82712427,43.8,0.66,ONLINE,PAID
4925721,82712427,10,0,VOUCHER,PAID
4925725,82712456,49.1,0.69,ONLINE,PAID
4925729,82712563,33.9,0.51,ONLINE,PAID
4925732,82712744,32.8,0.49,ONLINE,PAID
4925735,82712775,40.7,0.61,ONLINE,PAID
4925736,82712712,79.7,1.59,ONLINE,PAID
4925737,82712778,24.39,0.37,ONLINE,PAID
4925738,82712778,5,0,VOUCHER,PAID
4925746,82712920,21.63,0.32,ONLINE,PAID
4925747,82712977,27.9,0.42,ONLINE,PAID
4925749,82713043,52.39,0.79,ONLINE,PAID
4925751,82713045,65.79,0.99,ONLINE,PAID
4925755,82713084,57.8,0,ONLINE,PAID
4925756,82713084,5,0,VOUCHER,PAID
4925760,82713141,19.9,0.3,ONLINE,PAID
4925761,82713141,5.9,0,VOUCHER,PAID
4925764,82713186,195.4,5.28,ONLINE,PAID
4925771,82713318,30.8,0.46,ONLINE,PAID
4925772,82713318,10,0,VOUCHER,PAID
4925774,82713384,42.7,0.64,ONLINE,PAID
4925775,82713391,50.8,0.76,ONLINE,PAID
4925776,82704117,19.9,0.3,DEBIT,PAID
4925777,82713429,93.5,1.4,ONLINE,PAID
4925783,82713509,29.4,0.44,ONLINE,PAID
4925785,82713509,5.9,0,VOUCHER,PAID
4925786,82713507,121.7,1.83,ONLINE,PAID
4925792,82713559,46.8,0.7,ONLINE,PAID
4925793,82713559,8,0,VOUCHER,PAID
4925794,82713561,35.8,0.54,ONLINE,PAID
4925796,82713598,42.79,0.64,ONLINE,PAID
4925798,82713617,41.9,0.63,ONLINE,PAID
4925804,82713709,58.8,1.59,ONLINE,PAID
4925807,82713729,25,0,VOUCHER,PAID
4925808,82713729,2.9,0.04,ONLINE,PAID
4925811,82713771,11,0.17,ONLINE,PAID
4925812,82713810,23.9,0.36,ONLINE,PAID
4925814,82713817,206.1,5.56,ONLINE,PAID
4925818,82713821,23.9,0.36,ONLINE,PAID
4925819,82713821,5.9,0,VOUCHER,PAID
4925820,82713814,32.89,0.49,ONLINE,PAID
4925821,82713881,46.2,0.65,ONLINE,PAID
4925827,82713914,59.9,1.62,ONLINE,PAID
4925828,82713914,11.9,0,VOUCHER,PAID
4925830,82713962,60.79,0.91,ONLINE,PAID
4925831,82713971,31.4,0.47,ONLINE,PAID
4925834,82713999,91.8,2.48,ONLINE,PAID
4925838,82714042,347,9.37,ONLINE,PAID
4925840,82714045,30.9,0.46,ONLINE,PAID
4925843,82714094,28,0.42,ONLINE,PAID
4925845,82714094,6.9,0,VOUCHER,PAID
4925849,82714112,33.9,0.51,ONLINE,PAID
4925851,82714166,61.8,1.67,ONLINE,PAID
4925852,82714168,27.8,0.42,ONLINE,PAID
4925853,82714206,53.3,0.75,ONLINE,PAID
4925854,82714206,4.9,0,VOUCHER,PAID
4925864,82714306,5,0,VOUCHER,PAID
4925870,82714350,50.9,1.37,ONLINE,PAID
4925874,82714394,91.6,1.37,ONLINE,PAID
4925877,82714406,97.9,2.64,ONLINE,PAID
4925887,82714480,160.8,2.41,ONLINE,PAID
4925895,82714699,29.9,0.45,ONLINE,PAID
4925896,82714715,20,0.3,ONLINE,PAID
4925897,82714715,5,0,VOUCHER,PAID
4925901,82714734,123.2,3.33,ONLINE,PAID
4925902,82714735,129.8,1.95,ONLINE,PAID
4925903,82714829,69.8,1.88,ONLINE,PAID
4925904,82706091,85.5,1.2,CREDIT,PAID
4925906,82714875,21.6,0.32,ONLINE,PAID
4925907,82714875,10,0,VOUCHER,PAID
4925912,82714924,25.4,0.38,ONLINE,PAID
4925913,82714924,10,0,VOUCHER,PAID
4925919,82715100,22.4,0.34,ONLINE,PAID
4925923,82715134,294.83,4.42,ONLINE,PAID
4925928,82715203,35.49,0.53,ONLINE,PAID
4925936,82715244,52.5,0.74,ONLINE,PAID
4925937,82715244,4.9,0,VOUCHER,PAID
4925938,82715245,31.9,0.48,ONLINE,PAID
4925940,82715274,222.5,6.01,ONLINE,PAID
4925948,82715327,10,0.15,ONLINE,PAID
4925950,82715356,32.8,0.49,ONLINE,PAID
4925951,82715364,35.4,0.53,ONLINE,PAID
4925953,82715374,71.8,1.94,ONLINE,PAID
4925954,82715393,44.8,0.67,ONLINE,PAID
4925974,82715583,61.78,0.93,ONLINE,PAID
4925975,82715583,10,0,VOUCHER,PAID
4925978,82715654,46.49,0.7,ONLINE,PAID
4925984,82715722,129.3,3.49,ONLINE,PAID
4925985,82715712,37.96,0.57,ONLINE,PAID
4925986,82715740,22.9,0.34,ONLINE,PAID
4925988,82715769,26.9,0.4,ONLINE,PAID
4925989,82715769,6.9,0,VOUCHER,PAID
4926001,82715871,23.9,0.36,ONLINE,PAID
4926002,82715871,10,0,VOUCHER,PAID
4926009,82715996,34.2,0.51,ONLINE,PAID
4926023,82716120,23.9,0.36,ONLINE,PAID
4926025,82716124,34.9,0.52,ONLINE,PAID
4926029,82716160,41.8,0.63,ONLINE,PAID
4926032,82716167,61.8,1.67,ONLINE,PAID
4926036,82716222,28.8,0.43,ONLINE,PAID
4926037,82716222,10,0,VOUCHER,PAID
4926046,82716253,34.9,0.52,ONLINE,PAID
4926048,82716277,176.65,4.77,ONLINE,PAID
4926049,82716283,16.8,0.25,ONLINE,PAID
4926070,82716450,85.88,1.29,ONLINE,PAID
4926071,82716451,33.9,0.51,ONLINE,PAID
4926072,82716476,104.7,1.57,ONLINE,PAID
4926073,82716482,39.3,0.59,ONLINE,PAID
4926075,82716569,20.9,0.31,ONLINE,PAID
4926080,82716616,47.9,0,ONLINE,PAID
4926083,82716700,49.2,0.69,ONLINE,PAID
4926089,82716789,36.9,0,ONLINE,PAID
4926090,82716789,5,0,VOUCHER,PAID
4926092,82716824,49.3,0.69,ONLINE,PAID
4926096,82716884,38.8,0.58,ONLINE,PAID
4926099,82716906,86.8,2.34,ONLINE,PAID
4926100,82716909,85.69,1.29,ONLINE,PAID
4926101,82716990,60.9,0.85,ONLINE,PAID
4926102,82716991,61.8,1.67,ONLINE,PAID
4926110,82717189,149.15,4.03,ONLINE,PAID
4926111,82717194,80.8,2.18,ONLINE,PAID
4926120,82717277,29.9,0.45,ONLINE,PAID
4926125,82717356,58.7,0.88,ONLINE,PAID
4926126,82717418,112.5,3.04,ONLINE,PAID
4926127,82717417,16.9,0.25,ONLINE,PAID
4926128,82717417,10,0,VOUCHER,PAID
4926129,82717417,4.99,0,VOUCHER,PAID
4926130,82717424,10,0,VOUCHER,PAID
4926132,82717428,47.7,0.72,ONLINE,PAID
4926133,82717429,148.49,2.97,ONLINE,PAID
4926136,82717512,180.55,4.87,ONLINE,PAID
4926137,82717514,62.3,1.68,ONLINE,PAID
4926139,82717599,78.7,2.12,ONLINE,PAID
4926141,82717635,25.89,0.39,ONLINE,PAID
4926142,82717635,10,0,VOUCHER,PAID
4926153,82717892,119.7,3.23,ONLINE,PAID
4926158,82718068,30.89,0.46,ONLINE,PAID
4926159,82718067,186.7,5.04,ONLINE,PAID
4926160,82718067,10,0,VOUCHER,PAID
4926168,82718152,45.8,0.69,ONLINE,PAID
4926169,82718171,13,0.2,ONLINE,PAID
4926170,82718171,24,0,VOUCHER,PAID
4926171,82718183,30,0.45,ONLINE,PAID
4926172,82718183,10,0,VOUCHER,PAID
4926173,82718183,10,0,VOUCHER,PAID
4926174,82718232,22.4,0.34,ONLINE,PAID
4926175,82718236,55.8,0.84,ONLINE,PAID
4926176,82718237,111.7,3.02,ONLINE,PAID
4926182,82718310,29.8,0.45,ONLINE,PAID
4926185,82718375,220.8,5.96,ONLINE,PAID
4926186,82718376,78.6,1.1,ONLINE,PAID
4926190,82718457,19.9,0.3,ONLINE,PAID
4926191,82718457,10,0,VOUCHER,PAID
4926192,82718477,69.3,0.9,ONLINE,PAID
4926196,82718556,23,0.35,ONLINE,PAID
4926199,82718623,37.7,0.57,ONLINE,PAID
4926200,82718623,10,0,VOUCHER,PAID
4926202,82718654,29.9,0.45,ONLINE,PAID
4926206,82718744,303.5,8.19,ONLINE,PAID
4926209,82718863,24.8,0.37,ONLINE,PAID
4926210,82718884,131.7,3.56,ONLINE,PAID
4926211,82718949,37.3,0.52,ONLINE,PAID
4926214,82718952,61.7,1.67,ONLINE,PAID
4926215,82718956,30.8,0.4,ONLINE,PAID
4926216,82718982,26.8,0.4,ONLINE,PAID
4926217,82718982,4,0,VOUCHER,PAID
4926226,82719082,111.7,3.02,ONLINE,PAID
4926228,82719098,33,0.5,ONLINE,PAID
4926229,82719119,20,0.3,ONLINE,PAID
4926230,82719119,5,0,VOUCHER,PAID
4926244,82719406,36.8,0.55,ONLINE,PAID
4926246,82719265,105.9,1.59,ONLINE,PAID
4926247,82719451,73.8,1.99,ONLINE,PAID
4926250,82719490,104.1,1.56,ONLINE,PAID
4926256,82719516,25.8,0.39,ONLINE,PAID
4926257,82719516,10,0,VOUCHER,PAID
4926260,82719555,20,0.3,ONLINE,PAID
4926261,82719555,5,0,VOUCHER,PAID
4926262,82719574,50.5,0.76,ONLINE,PAID
4926263,82719574,10,0,VOUCHER,PAID
4926264,82719619,76.99,1.15,ONLINE,PAID
4926268,82719734,171.7,4.64,ONLINE,PAID
4926269,82719735,38.4,0.58,ONLINE,PAID
4926276,82719791,4.99,0.07,ONLINE,PAID
4926277,82719791,11.01,0,VOUCHER,PAID
4926282,82719887,33.21,0.5,ONLINE,PAID
4926283,82719901,99.9,2.7,ONLINE,PAID
4926284,82719901,11.9,0,VOUCHER,PAID
4926289,82581621,228.15,4.56,ONLINE,PAID
4926296,82720060,25.9,0.39,ONLINE,PAID
4926297,82720084,36.8,0.55,ONLINE,PAID
4926298,82720086,96.8,1.36,ONLINE,PAID
4926301,82720130,50.7,0.76,ONLINE,PAID
4926304,82720143,104.7,1.57,ONLINE,PAID
4926305,82720144,49.8,0.75,ONLINE,PAID
4926308,82705569,31.79,0.48,DEBIT,PAID
4926309,82720180,41.9,0.63,ONLINE,PAID
4926310,82720182,290.8,7.85,ONLINE,PAID
4926313,82720204,18.9,0.28,ONLINE,PAID
4926314,82720204,10,0,VOUCHER,PAID
4926315,82720221,39.3,0.55,ONLINE,PAID
4926316,82720222,121.8,3.29,ONLINE,PAID
4926321,82012482,88.2,1.32,PAYMENT_LINK,PAID
4926325,82720295,20.51,0.31,ONLINE,PAID
4926326,82720313,26.9,0.4,ONLINE,PAID
4926327,82720313,6.99,0,VOUCHER,PAID
4926332,82720425,29.9,0.45,ONLINE,PAID
4926333,82707322,35.9,0.54,DEBIT,PAID
4926346,82720566,41.6,0.54,ONLINE,PAID
4926348,82720574,20.95,0.31,ONLINE,PAID
4926349,82720574,10,0,VOUCHER,PAID
4926357,82720627,34.2,0.51,ONLINE,PAID
4926361,82720693,69.9,1.05,ONLINE,PAID
4926370,82720794,23.9,0.36,ONLINE,PAID
4926371,82720794,6.9,0,VOUCHER,PAID
4926373,82720825,60.9,0.91,ONLINE,PAID
4926379,82720843,48.9,0.73,ONLINE,PAID
4926382,82720915,161.3,4.36,ONLINE,PAID
4926383,82707709,40.8,0.61,DEBIT,PAID
4926387,82720992,181.1,4.89,ONLINE,PAID
4926391,82721157,117.9,1.65,ONLINE,PAID
4926392,82721157,4.9,0,VOUCHER,PAID
4926397,82721214,129.3,3.49,ONLINE,PAID
4926399,82721221,30.8,0.46,ONLINE,PAID
4926400,82721237,26.9,0.4,ONLINE,PAID
4926401,82721237,10,0,VOUCHER,PAID
4926407,82721328,201.85,5.45,ONLINE,PAID
4926408,82721334,21.63,0.32,ONLINE,PAID
4926411,82721233,42.3,0.59,ONLINE,PAID
4926417,82721576,33.39,0.5,ONLINE,PAID
4926418,82721576,5,0,VOUCHER,PAID
4926421,82721578,28.2,0.39,ONLINE,PAID
4926422,82721578,12,0,VOUCHER,PAID
4926423,82721578,4.9,0,VOUCHER,PAID
4926435,82721738,30.8,0.46,ONLINE,PAID
4926436,82721738,24.9,0,VOUCHER,PAID
4926437,82721773,335.2,9.05,ONLINE,PAID
4926439,82721813,40.11,0.6,ONLINE,PAID
4926441,82721824,58.8,0.88,ONLINE,PAID
4926446,82721830,137,2.74,ONLINE,PAID
4926447,82721840,20,0.3,ONLINE,PAID
4926448,82721840,5,0,VOUCHER,PAID
4926449,82721808,390,7.8,VOUCHER_STORE,PAID
4926450,82721659,57.9,0,ONLINE,PAID
4926453,82721889,31.9,0.48,ONLINE,PAID
4926454,82721889,6.9,0,VOUCHER,PAID
4926455,82721891,4.9,0,VOUCHER,PAID
4926457,82721899,20.53,0.31,ONLINE,PAID
4926458,82721899,10,0,VOUCHER,PAID
4926460,82721957,61.8,1.67,ONLINE,PAID
4926461,82721959,38.8,0.58,ONLINE,PAID
4926465,82722031,99.7,1.5,ONLINE,PAID
4926467,82722060,225,6.08,ONLINE,PAID
4926469,82722066,4.99,0.07,ONLINE,PAID
4926470,82722066,11.01,0,VOUCHER,PAID
4926471,82722068,105.6,2.85,ONLINE,PAID
4926478,82722212,29.8,0.45,ONLINE,PAID
4926482,82722243,23.4,0.35,ONLINE,PAID
4926483,82722247,53.4,0.8,ONLINE,PAID
4926484,82722285,40.5,0.61,ONLINE,PAID
4926486,82722303,71.1,1.07,ONLINE,PAID
4926487,82722338,147.7,2.22,ONLINE,PAID
4926490,82722383,68.4,1.03,ONLINE,PAID
4926493,82722386,134.25,3.62,ONLINE,PAID
4926498,82722427,51.89,0.78,ONLINE,PAID
4926499,82722477,40.9,0.61,ONLINE,PAID
4926501,82722502,51.9,0.67,ONLINE,PAID
4926502,82722502,42,0,VOUCHER,PAID
4926503,82722498,400.8,8.02,ONLINE,PAID
4926506,82722521,24.9,0.37,ONLINE,PAID
4926508,82722530,60.8,0.91,ONLINE,PAID
4926509,82722586,121.8,3.29,ONLINE,PAID
4926510,82722623,35.8,0.54,ONLINE,PAID
4926520,82722782,42,0.55,ONLINE,PAID
4926521,82722782,42,0,VOUCHER,PAID
4926522,82722788,129.25,3.49,ONLINE,PAID
4926523,82722789,72.49,1.09,ONLINE,PAID
4926524,82722790,73.7,1.1,ONLINE,PAID
4926526,82722830,128.7,3.47,ONLINE,PAID
4926527,82722833,124.3,3.36,ONLINE,PAID
4926532,82722900,106.7,2.88,ONLINE,PAID
4926536,82723002,41.8,0.63,ONLINE,PAID
4926541,82723009,39,1.05,ONLINE,PAID
4926543,82723053,12,0,VOUCHER,CHARGEBACK
4926544,82723053,1.99,0,VOUCHER,CHARGEBACK
4926546,82723095,46.6,0.7,ONLINE,PAID
4926550,82702556,1,0.02,MONEY,PAID
4926552,82723156,88,1.32,ONLINE,PAID
4926559,82723273,24.9,0.37,ONLINE,PAID
4926567,82723369,73.8,1.99,ONLINE,PAID
4926570,82723459,40.8,0.82,ONLINE,PAID
4926572,82723517,29.9,0.45,ONLINE,PAID
4926573,82723518,38.8,0.58,ONLINE,PAID
4926578,82723552,30.89,0.46,ONLINE,PAID
4926579,82723563,39.4,0.55,ONLINE,PAID
4926582,82723570,37.8,0.57,ONLINE,PAID
4926583,82723570,10,0,VOUCHER,PAID
4926584,82723581,59,0.89,ONLINE,PAID
4926586,82723637,57.8,0.87,ONLINE,PAID
4926592,82723712,149.7,4.04,ONLINE,PAID
4926596,82723799,193.5,5.22,ONLINE,PAID
4926598,82723831,135.7,3.66,ONLINE,PAID
4926600,82723840,70.7,1.06,ONLINE,PAID
4926603,82723875,119.5,3.23,ONLINE,PAID
4926604,82723889,48.7,0.73,ONLINE,PAID
4926609,82723951,21,0.32,ONLINE,PAID
4926614,82723996,155.9,4.21,ONLINE,PAID
4926615,82709735,69.7,0.98,DEBIT,PAID
4926616,82713112,71.8,0.97,DEBIT,PAID
4926619,82724035,51.72,0.78,ONLINE,PAID
4926620,82724035,20,0,VOUCHER,PAID
4926622,82724037,25.9,0.39,ONLINE,PAID
4926623,82724037,20,0,VOUCHER,PAID
4926624,82724048,35.89,0.54,ONLINE,PAID
4926625,82724051,185.8,3.72,STORE_DIRECT_PAYMENT,PAID
4926627,82724097,35.9,0.54,ONLINE,PAID
4926632,82724186,261.6,7.06,ONLINE,PAID
4926633,82724188,151.15,4.08,ONLINE,PAID
4926634,82724191,34.9,0.49,ONLINE,PAID
4926635,82724191,4.9,0,VOUCHER,PAID
4926640,82724249,20.53,0.31,ONLINE,PAID
4926641,82724249,10,0,VOUCHER,PAID
4926643,82724272,24.7,0.37,ONLINE,PAID
4926644,82724272,10,0,VOUCHER,PAID
4926645,82724276,37.8,0.57,ONLINE,PAID
4926650,82724315,63.75,0.96,ONLINE,PAID
4926651,82724315,12,0,VOUCHER,PAID
4926652,82724342,20,0.3,ONLINE,PAID
4926653,82724342,5,0,VOUCHER,PAID
4926656,82724395,40.85,0.61,ONLINE,PAID
4926657,82724395,20,0,VOUCHER,PAID
4926658,82724396,12,0,VOUCHER,PAID
4926659,82724439,21.9,0.33,ONLINE,PAID
4926662,82724465,34.85,0.52,ONLINE,PAID
4926663,82724465,20,0,VOUCHER,PAID
4926665,82715676,44.9,0.67,DEBIT,PAID
4926666,82724496,23.8,0.36,ONLINE,PAID
4926667,82724499,97.82,1.47,ONLINE,PAID
4926670,82698905,4.99,0.07,DEBIT,PAID
4926671,82724544,61.8,1.67,ONLINE,PAID
4926675,82724573,49.1,0.69,ONLINE,PAID
4926676,82724577,22.9,0.34,ONLINE,PAID
4926677,82724577,5.9,0,VOUCHER,PAID
4926678,82724578,10,0,VOUCHER,PAID
4926685,82724611,44.8,0.63,ONLINE,PAID
4926690,82724749,71.3,1.93,ONLINE,PAID
4926701,82724888,121.25,3.27,ONLINE,PAID
4926704,82724898,445.8,8.92,ONLINE,PAID
4926706,82721686,159.8,,STORE_DIRECT_PAYMENT,PAID
4926709,82725041,104.7,1.57,ONLINE,PAID
4926710,82725041,10,0,VOUCHER,PAID
4926718,82725159,30,0.45,ONLINE,PAID
4926719,82725159,10,0,VOUCHER,PAID
4926720,82725167,31.9,0.48,ONLINE,PAID
4926721,82725180,101.6,1.52,ONLINE,PAID
4926723,82725199,47.5,0.71,ONLINE,PAID
4926725,82725205,132.2,3.57,ONLINE,PAID
4926726,82725242,94.4,2.55,ONLINE,PAID
4926727,82725245,297.95,8.04,ONLINE,PAID
4926733,82725282,25.8,0.39,ONLINE,PAID
4926734,82725311,30.8,0.46,ONLINE,PAID
4926741,82725375,38.8,0.58,ONLINE,PAID
4926743,82725388,133.3,3.6,ONLINE,PAID
4926752,82725482,10,0,VOUCHER,PAID
4926753,82725482,44.8,0.67,ONLINE,PAID
4926755,82725493,65.7,1.77,ONLINE,PAID
4926756,82725497,21.63,0.32,ONLINE,PAID
4926765,82725546,12,0,VOUCHER,PAID
4926766,82725546,1.99,0,VOUCHER,PAID
4926771,82725583,144.15,3.89,ONLINE,PAID
4926775,82725595,72.8,1.09,ONLINE,PAID
4926777,82725614,115.5,3.12,ONLINE,PAID
4926792,82725763,20,0.3,ONLINE,PAID
4926793,82725763,5,0,VOUCHER,PAID
4926794,82725772,30.8,0.46,ONLINE,PAID
4926795,82725772,24.9,0,VOUCHER,PAID
4926802,82722674,204.98,4.1,ONLINE,PAID
4926804,82725851,36.8,0.55,ONLINE,PAID
4926807,82725856,19.9,0.3,ONLINE,PAID
4926809,82722092,274.8,5.5,ONLINE,PAID
4926810,82725869,112.15,3.03,ONLINE,PAID
4926814,82725916,71.1,1.07,ONLINE,PAID
4926816,82725978,59.7,0.84,ONLINE,PAID
4926817,82725978,4.9,0,VOUCHER,PAID
4926820,82726024,77.9,1.17,ONLINE,PAID
4926821,82726070,27.8,0.42,ONLINE,PAID
4926822,82726070,10,0,VOUCHER,PAID
4926826,82726082,45.8,0.69,ONLINE,PAID
4926827,82726082,7.9,0,VOUCHER,PAID
4926829,82726098,30.9,0.46,ONLINE,PAID
4926832,82726113,21.8,0.33,ONLINE,PAID
4926833,82726113,10,0,VOUCHER,PAID
4926834,82726120,58.8,1.59,ONLINE,PAID
4926837,82726164,114.6,3.09,ONLINE,PAID
4926838,82726163,189.65,5.12,ONLINE,PAID
4926843,82726253,196.6,5.31,ONLINE,PAID
4926844,82726257,141.5,2.12,ONLINE,PAID
4926846,82726263,336.1,9.07,ONLINE,PAID
4926847,82726271,113.49,2.27,ONLINE,PAID
4926849,82726295,31.53,0.47,ONLINE,PAID
4926850,82726295,9.9,0,VOUCHER,PAID
4926851,82726301,39,1.05,ONLINE,PAID
4926854,82726305,47.1,0.71,ONLINE,PAID
4926857,82726316,104.7,1.57,ONLINE,PAID
4926863,82726352,39.4,0.55,ONLINE,PAID
4926870,82726384,27.7,0.42,ONLINE,PAID
4926874,82726482,24.9,0.37,ONLINE,PAID
4926875,82726482,10,0,VOUCHER,PAID
4926877,82726502,27.9,0.42,ONLINE,PAID
4926878,82726517,10,0.15,ONLINE,PAID
4926879,82726517,92.6,1.39,ONLINE,PAID
4926880,82726519,58.8,1.59,ONLINE,PAID
4926881,82726521,81,1.13,ONLINE,PAID
4926885,82726579,51.8,0.78,ONLINE,PAID
4926886,82726579,6.9,0,VOUCHER,PAID
4926887,82726600,27.9,0.42,ONLINE,PAID
4926890,82726651,25.8,0.39,ONLINE,PAID
4926893,82726686,39.2,0.59,ONLINE,PAID
4926895,82717424,26.55,0.4,CREDIT,PAID
4926898,82726767,55.7,0.84,ONLINE,PAID
4926899,82726767,6.9,0,VOUCHER,PAID
4926900,82726768,13.8,0.21,ONLINE,PAID
4926901,82726768,20,0,VOUCHER,PAID
4926902,82726771,69.8,1.05,ONLINE,PAID
4926908,82726802,181.45,4.9,ONLINE,PAID
4926910,82726808,42.4,0.64,ONLINE,PAID
4926912,82726817,65.3,0.98,ONLINE,PAID
4926913,82726817,7.9,0,VOUCHER,PAID
4926920,82726866,35.8,0.54,ONLINE,PAID
4926921,82726872,78.8,1.1,ONLINE,PAID
4926934,82727037,69.9,1.05,ONLINE,PAID
4926935,82727040,12.4,0.19,ONLINE,PAID
4926940,82727179,58.5,0.82,ONLINE,PAID
4926942,82727203,199.8,4,ONLINE,PAID
4926948,82727271,22.95,0.34,ONLINE,PAID
4926949,82727271,10,0,VOUCHER,PAID
4926951,82727297,71.8,1.94,ONLINE,PAID
4926954,82727343,57.8,0.87,ONLINE,PAID
4926960,82727384,35.89,0.54,ONLINE,PAID
4926963,82727456,40.6,0.61,ONLINE,PAID
4926965,82727531,127.7,3.45,ONLINE,PAID
4926966,82727532,12,0,VOUCHER,PAID
4926967,82727532,1.99,0,VOUCHER,PAID
4926968,82727583,57.89,1.16,ONLINE,PAID
4926981,82718747,22.89,0.34,DEBIT,PAID
4926982,82727733,46.2,0.65,ONLINE,PAID
4926985,82727818,32.1,0.48,ONLINE,PAID
4926986,82727819,111.7,3.02,ONLINE,PAID
4926989,82727827,110,1.65,ONLINE,PAID
4926991,82727903,61.8,1.67,ONLINE,PAID
4926993,82728009,37.31,0.52,ONLINE,PAID
4926994,82728015,11,0.17,ONLINE,PAID
4926995,82728015,10,0,VOUCHER,PAID
4926998,82728042,27.1,0.41,ONLINE,PAID
4927002,82728080,47.8,0.72,ONLINE,PAID
4927003,82728080,6.9,0,VOUCHER,PAID
4927004,82728137,20.9,0.31,ONLINE,PAID
4927006,82728155,10,0,VOUCHER,PAID
4927008,82728227,110.55,1.66,ONLINE,PAID
4927011,82728260,104.75,2.83,ONLINE,PAID
4927013,82728264,53.7,0.75,ONLINE,PAID
4927014,82728268,45.7,0.69,ONLINE,PAID
4927017,82728305,215.6,4.31,ONLINE,PAID
4927022,82728344,48,0.72,ONLINE,PAID
4927023,82728344,11.67,0,VOUCHER,PAID
4927024,82728356,43.5,0.57,ONLINE,PAID
4927025,82728356,42,0,VOUCHER,PAID
4927028,82728471,36.8,0.55,ONLINE,PAID
4927034,82728618,50.9,1.37,ONLINE,PAID
4927037,82728650,27.9,0.42,ONLINE,PAID
4927040,82728666,25.81,0.39,ONLINE,PAID
4927041,82728666,12,0,VOUCHER,PAID
4927042,82728669,37.8,0.57,ONLINE,PAID
4927043,82728669,6.9,0,VOUCHER,PAID
4927050,82728771,35.8,0.54,ONLINE,PAID
4927051,82728783,71.4,1.07,ONLINE,PAID
4927054,82728841,105.5,1.48,ONLINE,PAID
4927055,82728841,12,0,VOUCHER,PAID
4927056,82728841,4.9,0,VOUCHER,PAID
4927062,82728931,92.8,1.39,ONLINE,PAID
4927063,82728930,29.8,0.45,ONLINE,PAID
4927064,82728930,20,0,VOUCHER,PAID
4927065,82718157,35.89,0.54,DEBIT,PAID
4927066,82728997,28.9,0.43,ONLINE,PAID
4927067,82728998,18.5,0.28,ONLINE,PAID
4927068,82728998,20,0,VOUCHER,PAID
4927070,82729011,86.98,1.74,ONLINE,PAID
4927071,82729062,56.3,1.52,ONLINE,PAID
4927072,82729107,61.8,0.93,ONLINE,PAID
4927073,82729107,6.9,0,VOUCHER,PAID
4927075,82716269,175.5,2.63,CREDIT,PAID
4927076,82729161,112.7,1.69,ONLINE,PAID
4927086,82729269,29.3,0.41,ONLINE,PAID
4927087,82729269,10,0,VOUCHER,PAID
4927088,82729269,4.9,0,VOUCHER,PAID
4927092,82729301,28.9,0,ONLINE,PAID
4927093,82729301,5,0,VOUCHER,PAID
4927095,82729338,10,0,VOUCHER,CHARGEBACK
4927098,82729352,26.9,0.4,ONLINE,PAID
4927102,82729480,4.9,0,VOUCHER,PAID
4927109,82729689,59.9,0.9,ONLINE,PAID
4927113,82729764,35.89,0.54,ONLINE,PAID
